name	term	lev	seq	value
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa14408	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa15275	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa32167	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa18470	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa18469	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa06939	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa16306	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa26732	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa23152	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa00425	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa00722	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa00724	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa25584	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa24160	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa24349	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa30364	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa34544	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa34022	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa34323	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa01295	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa01294	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa01297	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa01302	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa01304	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa01848	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa01992	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa03664	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa07669	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa07668	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa07670	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa24746	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa24747	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa24753	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa24754	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa24822	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa25172	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa16461	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa16475	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa16914	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa16913	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa31037	0
"amide transmembrane transporter activity"	GO:0042887	2	Mcavernosa31360	0
"cyclohydrolase activity"	GO:0019238	5	Mcavernosa05358	0
"cyclohydrolase activity"	GO:0019238	5	Mcavernosa06053	0
"cyclohydrolase activity"	GO:0019238	5	Mcavernosa06063	0
"cyclohydrolase activity"	GO:0019238	5	Mcavernosa19624	0
"cyclohydrolase activity"	GO:0019238	5	Mcavernosa30729	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa05687	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa14267	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa14268	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa14269	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa06885	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa22061	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa15587	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa15588	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa16153	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa26500	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa27116	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa27117	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa20302	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa00161	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa32821	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa01889	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa01887	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa01888	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa31415	0
"microfilament motor activity"	GO:0000146	2	Mcavernosa31416	0
"core promoter binding"	GO:0001047	2	Mcavernosa05082	0
"core promoter binding"	GO:0001047	2	Mcavernosa13536	0
"core promoter binding"	GO:0001047	2	Mcavernosa28156	0
"core promoter binding"	GO:0001047	2	Mcavernosa14954	0
"core promoter binding"	GO:0001047	2	Mcavernosa11785	0
"core promoter binding"	GO:0001047	2	Mcavernosa18212	0
"core promoter binding"	GO:0001047	2	Mcavernosa18748	0
"core promoter binding"	GO:0001047	2	Mcavernosa15782	0
"core promoter binding"	GO:0001047	2	Mcavernosa09628	0
"core promoter binding"	GO:0001047	2	Mcavernosa17550	0
"core promoter binding"	GO:0001047	2	Mcavernosa00819	0
"core promoter binding"	GO:0001047	2	Mcavernosa29940	0
"core promoter binding"	GO:0001047	2	Mcavernosa23644	0
"core promoter binding"	GO:0001047	2	Mcavernosa23858	0
"core promoter binding"	GO:0001047	2	Mcavernosa01422	0
"core promoter binding"	GO:0001047	2	Mcavernosa01423	0
"core promoter binding"	GO:0001047	2	Mcavernosa03521	0
"core promoter binding"	GO:0001047	2	Mcavernosa07501	0
"core promoter binding"	GO:0001047	2	Mcavernosa08229	0
"core promoter binding"	GO:0001047	2	Mcavernosa02869	0
"core promoter binding"	GO:0001047	2	Mcavernosa03076	0
"core promoter binding"	GO:0001047	2	Mcavernosa03077	0
"core promoter binding"	GO:0001047	2	Mcavernosa03078	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa05114	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa05115	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa13971	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa14854	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa32137	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa32134	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa32479	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa32480	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa18640	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa18953	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa22415	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa15836	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa15995	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa09371	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa09847	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa09976	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa10094	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa26815	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa26863	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa26862	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa17504	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa23369	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa23370	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa23371	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa00564	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa00896	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa01052	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa27704	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa28934	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa28935	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa03249	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa03741	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa03766	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa07239	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa07408	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa24618	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa24620	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa24977	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa17109	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa02406	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa02910	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa31559	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa12419	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa33219	0
"channel regulator activity"	GO:0099106;GO:0016247	3	Mcavernosa02218	0
"ribosomal small subunit binding"	GO:0043024	3	Mcavernosa15512	0
"ribosomal small subunit binding"	GO:0043024	3	Mcavernosa21130	0
"ribosomal small subunit binding"	GO:0043024	3	Mcavernosa07601	0
"ribosomal small subunit binding"	GO:0043024	3	Mcavernosa02193	0
"ribosomal small subunit binding"	GO:0043024	3	Mcavernosa02187	0
"omega peptidase activity"	GO:0008242	6	Mcavernosa08372	0
"omega peptidase activity"	GO:0008242	6	Mcavernosa08373	0
"omega peptidase activity"	GO:0008242	6	Mcavernosa14654	0
"omega peptidase activity"	GO:0008242	6	Mcavernosa19103	0
"omega peptidase activity"	GO:0008242	6	Mcavernosa11205	0
"omega peptidase activity"	GO:0008242	6	Mcavernosa09719	0
"omega peptidase activity"	GO:0008242	6	Mcavernosa09721	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa04314	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa04323	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa04398	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa04395	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa04491	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa04518	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa04709	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa04749	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa04750	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa04810	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa05014	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa05269	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa05296	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa05446	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa05448	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa05447	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa05449	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa05661	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa05659	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa05867	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa05895	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa06079	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa06161	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa06175	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12264	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12277	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12304	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12308	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12316	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12419	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12470	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12536	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12583	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12587	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12703	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12757	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12821	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa13202	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa13282	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa13398	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa13631	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa13632	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa13680	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa13783	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa13950	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14013	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14081	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14142	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14220	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa27826	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa27887	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa27890	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa27895	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa27949	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa28059	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa28262	4.96554631386439
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa28412	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa28444	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa28455	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa28488	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa28551	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa28557	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa28679	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa28691	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa28692	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa28811	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa08312	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa08352	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa08449	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa08721	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa09033	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa09151	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa09244	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa09256	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa09249	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14317	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14433	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14435	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14481	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14500	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14572	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14573	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14626	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14704	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14771	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14881	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14883	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa14884	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa15134	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa15190	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa15265	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa11431	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa11633	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa11696	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa12071	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa31719	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa31857	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa32033	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa32025	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa32130	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa32352	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa32353	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa32356	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa32479	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa32480	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa32498	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa18402	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa18441	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa18440	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa18482	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa18565	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa18580	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa18613	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa18640	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa18699	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa18768	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa19029	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa19056	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa06258	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa06650	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa06659	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa06664	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa06763	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa06777	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa06973	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa06971	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa07082	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa07083	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa19736	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa19820	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa19917	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa20053	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa20039	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa20040	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa22039	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa22069	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa22071	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa22108	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa22116	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa22155	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa22317	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa22454	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa22777	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa15510	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa15705	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa15718	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa15721	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa15988	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa15995	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa15994	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa16006	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa16333	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa16329	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa16364	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa10300	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa10301	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa10556	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa10554	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa10703	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa10768	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa10827	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa10836	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa11035	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa11045	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa11121	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa11177	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa11187	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa11190	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa09357	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa09451	3.320827111979
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa09481	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa09649	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa09872	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa09951	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa09956	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa10103	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa10166	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa21097	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa21185	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa21220	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa21238	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa21309	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa21502	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa21522	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa21561	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa21637	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26309	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26313	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26368	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26500	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26665	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26725	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26738	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26746	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26740	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26785	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26787	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26865	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26960	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26962	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa26967	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa27080	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa27082	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa20351	0
"kinase activity"	GO:0004672;GO:0016301;GO:0016773	3	Mcavernosa20541	0
